name	d (m)	v1	v2	angle1 (deg)	angle2 (deg)	trackpoints
a952	8	v238	v656	-3	177	-0.396035,50.819332,0 -0.39604,50.819401,0
a953	106	v839	v918	57	-140	-0.39456,50.832883,0 -0.394114,50.833065,0 -0.393352,50.833146,0 -0.393224,50.833244,0
a954	79	v919	v839	89	-60	-0.395657,50.832956,0 -0.394948,50.83296,0 -0.394717,50.83294,0 -0.39456,50.832883,0
a955	17	v920	v914	-96	158	-0.362994,50.812806,0 -0.363043,50.812803,0 -0.36309,50.81281,0 -0.363131,50.812826,0 -0.363162,50.812849,0 -0.363181,50.812878,0
a956	17	v920	v915	67	166	-0.362994,50.812806,0 -0.362946,50.812819,0 -0.362907,50.812843,0 -0.362883,50.812873,0 -0.362877,50.812906,0 -0.362885,50.812926,0
a957	13	v920	v921	167	-13	-0.362994,50.812806,0 -0.362954,50.812696,0
a958	131	v682	v183	-4	176	-0.383213,50.816894,0 -0.383356,50.818069,0
a959	13	v922	v682	-6	175	-0.383196,50.816779,0 -0.383209,50.816864,0 -0.383213,50.816894,0
a960	10	v914	v923	-102	78	-0.363181,50.812878,0 -0.363325,50.812859,0
a961	87	v464	v924	170	-11	-0.374161,50.827359,0 -0.373998,50.826744,0 -0.373951,50.826587,0
a962	24	v924	v750	161	-19	-0.373951,50.826587,0 -0.373842,50.826387,0
a963	20	v924	v843	173	-7	-0.373951,50.826587,0 -0.373916,50.826413,0
a964	45	v782	v150	178	-2	-0.372956,50.821254,0 -0.372934,50.820846,0
a965	83	v782	v925	-2	178	-0.372956,50.821254,0 -0.372995,50.821996,0
a966	83	v782	v925	-2	178	-0.372956,50.821254,0 -0.372995,50.821996,0
a967	73	v926	v565	-93	104	-0.382349,50.81135,0 -0.382848,50.811335,0 -0.383051,50.811338,0 -0.383228,50.811355,0 -0.383376,50.811378,0
a968	120	v926	v927	-6	174	-0.382349,50.81135,0 -0.382516,50.812428,0
a969	44	v926	v928	86	-94	-0.382349,50.81135,0 -0.381731,50.811376,0
a970	128	v356	v929	93	-85	-0.38526,50.830559,0 -0.385037,50.830551,0 -0.384283,50.830539,0 -0.383441,50.830491,0
a971	401	v356	v930	2	-169	-0.38526,50.830559,0 -0.385245,50.830883,0 -0.385164,50.83131,0 -0.385154,50.831601,0 -0.385214,50.831741,0 -0.385325,50.831852,0 -0.386109,50.832314,0 -0.386305,50.832446,0 -0.386411,50.832587,0 -0.386314,50.832854,0 -0.386052,50.833635,0 -0.385991,50.833832,0
a972	92	v137	v931	-96	84	-0.361501,50.818258,0 -0.3628,50.818178,0
a973	62	v137	v932	75	-105	-0.361501,50.818258,0 -0.360647,50.8184,0
a974	89	v396	v054	134	-43	-0.375344,50.828859,0 -0.375251,50.828803,0 -0.374982,50.828644,0 -0.37445,50.828312,0 -0.374431,50.828299,0
a975	3	v913	v933	165	-30	-0.362719,50.812951,0 -0.362714,50.812939,0 -0.362705,50.812929,0
a976	12	v913	v915	-103	77	-0.362719,50.812951,0 -0.362885,50.812926,0
a977	12	v913	v934	2	-81	-0.362719,50.812951,0 -0.362718,50.812969,0 -0.362708,50.812986,0 -0.36269,50.813,0 -0.362665,50.813009,0 -0.362637,50.813012,0 -0.362608,50.813009,0
a978	122	v681	v935	77	-103	-0.360087,50.816884,0 -0.358392,50.817138,0
a979	11	v849	v333	175	-5	-0.379627,50.822139,0 -0.379612,50.822037,0
a980	44	v849	v936	84	-96	-0.379627,50.822139,0 -0.379004,50.822179,0
a981	165	v668	v937	87	-89	-0.385239,50.814886,0 -0.385035,50.814893,0 -0.384506,50.81492,0 -0.384221,50.814936,0 -0.383975,50.81494,0 -0.382887,50.814933,0
a982	91	v668	v278	168	2	-0.385239,50.814886,0 -0.385139,50.814587,0 -0.385047,50.814405,0 -0.385043,50.814259,0 -0.385052,50.814084,0
a983	34	v921	v933	67	172	-0.362954,50.812696,0 -0.36287,50.812718,0 -0.3628,50.81275,0 -0.362746,50.812793,0 -0.362711,50.812843,0 -0.362698,50.812898,0 -0.362705,50.812929,0
a984	34	v921	v938	-95	164	-0.362954,50.812696,0 -0.36303,50.812692,0 -0.36311,50.812698,0 -0.363185,50.812716,0 -0.363251,50.812744,0 -0.363305,50.812782,0 -0.363329,50.812835,0
a985	29	v921	v939	167	-13	-0.362954,50.812696,0 -0.362864,50.812446,0
a986	244	v940	v941	-92	88	-0.368342,50.828886,0 -0.371809,50.828818,0
a987	42	v942	v940	145	0	-0.368459,50.829237,0 -0.368345,50.829134,0 -0.368342,50.828886,0
a988	37	v940	v244	178	-2	-0.368342,50.828886,0 -0.368328,50.828556,0
a989	61	v390	v943	-163	17	-0.375916,50.817883,0 -0.376169,50.817356,0
a990	74	v390	v897	-73	107	-0.375916,50.817883,0 -0.376919,50.818082,0
a991	45	v944	v945	-13	167	-0.37881,50.811098,0 -0.378896,50.811342,0 -0.378949,50.811492,0
a992	69	v945	v563	84	-96	-0.378949,50.811492,0 -0.377973,50.811553,0
a993	14	v945	v946	-96	84	-0.378949,50.811492,0 -0.379154,50.811478,0
a994	11	v938	v947	-163	96	-0.363329,50.812835,0 -0.363339,50.812814,0 -0.363354,50.812802,0 -0.363386,50.812795,0 -0.363417,50.812793,0 -0.363448,50.812795,0
a995	3	v938	v923	6	-174	-0.363329,50.812835,0 -0.363325,50.812859,0
a996	3	v910	v923	159	-21	-0.363341,50.812885,0 -0.363325,50.812859,0
a997	11	v910	v948	-64	45	-0.363341,50.812885,0 -0.363384,50.812898,0 -0.36342,50.8129,0 -0.36346,50.812892,0 -0.363484,50.812877,0
a998	56	v917	v949	-96	0	-0.39601,50.819012,0 -0.39645,50.818985,0 -0.396503,50.818897,0 -0.396503,50.818768,0
a999	59	v950	v880	82	-98	-0.3628,50.812265,0 -0.361968,50.812343,0
a1000	21	v950	v939	-13	167	-0.3628,50.812265,0 -0.362864,50.812446,0
a1001	88	v950	v249	-99	84	-0.3628,50.812265,0 -0.363309,50.812216,0 -0.364048,50.812171,0
a1002	13	v246	v239	-68	112	-0.361642,50.825753,0 -0.361812,50.825797,0
a1003	27	v948	v951	-15	165	-0.363484,50.812877,0 -0.363582,50.813109,0
a1004	5	v948	v952	-162	0	-0.363484,50.812877,0 -0.363494,50.812858,0 -0.363494,50.812834,0
a1005	7	v026	v696	1	-179	-0.376499,50.811552,0 -0.376498,50.811614,0
a1006	5	v952	v947	152	-49	-0.363494,50.812834,0 -0.363472,50.812808,0 -0.363448,50.812795,0
a1007	18	v952	v953	-102	78	-0.363494,50.812834,0 -0.36374,50.812801,0
a1008	211	v954	v730	-33	-94	-0.378366,50.813782,0 -0.378416,50.813831,0 -0.378522,50.813925,0 -0.378615,50.814001,0 -0.378724,50.814068,0 -0.378842,50.814126,0 -0.378954,50.814166,0 -0.379054,50.814192,0 -0.379165,50.814206,0 -0.379219,50.814231,0 -0.379252,50.814283,0 -0.379249,50.814351,0 -0.379222,50.81444,0 -0.379179,50.814506,0 -0.379113,50.814533,0 -0.379027,50.814542,0 -0.378934,50.814532,0 -0.378794,50.814498,0 -0.378666,50.814456,0 -0.378524,50.814402,0 -0.378322,50.814304,0 -0.378208,50.814238,0 -0.378096,50.814168,0 -0.378042,50.814162,0 -0.377973,50.814165,0
a1009	61	v954	v955	-134	-159	-0.378366,50.813782,0 -0.378506,50.813698,0 -0.378555,50.813661,0 -0.378569,50.813606,0 -0.378569,50.813566,0 -0.378533,50.813532,0 -0.378476,50.813512,0 -0.378409,50.813508,0 -0.37833,50.81352,0 -0.37827,50.813556,0 -0.378239,50.813607,0
a1010	16	v869	v956	-85	95	-0.367322,50.815988,0 -0.367549,50.816,0
a1011	8	v869	v957	71	-109	-0.367322,50.815988,0 -0.367214,50.816012,0
a1012	83	v874	v958	84	-96	-0.380228,50.81615,0 -0.379055,50.816228,0
a1013	79	v927	v959	-5	175	-0.382516,50.812428,0 -0.38262,50.813139,0
a1014	130	v927	v546	-90	90	-0.382516,50.812428,0 -0.38436,50.812418,0
a1015	225	v927	v960	88	175	-0.382516,50.812428,0 -0.380486,50.812484,0 -0.380592,50.813224,0
a1016	118	v905	v157	168	-12	-0.360996,50.822181,0 -0.360661,50.821145,0
a1017	134	v905	v903	-114	66	-0.360996,50.822181,0 -0.36274,50.821699,0
a1018	134	v905	v903	-114	66	-0.360996,50.822181,0 -0.36274,50.821699,0
a1019	31	v953	v899	-13	162	-0.36374,50.812801,0 -0.363771,50.812885,0 -0.363822,50.812955,0 -0.363879,50.813067,0
a1020	21	v899	v951	77	-103	-0.363879,50.813067,0 -0.363582,50.813109,0
a1021	47	v961	v879	84	-96	-0.378964,50.815655,0 -0.378298,50.815698,0
a1022	31	v961	v962	-6	174	-0.378964,50.815655,0 -0.379011,50.815933,0
a1023	52	v961	v963	-96	-7	-0.378964,50.815655,0 -0.379088,50.815647,0 -0.379016,50.815265,0
a1024	73	v953	v964	172	-102	-0.36374,50.812801,0 -0.36372,50.812711,0 -0.36371,50.812609,0 -0.363678,50.812516,0 -0.363633,50.812414,0 -0.363606,50.812346,0 -0.363304,50.812388,0
a1025	10	v965	v723	172	-8	-0.376905,50.815506,0 -0.376885,50.815413,0
a1026	141	v965	v966	-98	-7	-0.376905,50.815506,0 -0.377644,50.815442,0 -0.377815,50.815338,0 -0.377682,50.814693,0
a1027	235	v965	v967	-8	-175	-0.376905,50.815506,0 -0.377059,50.816218,0 -0.377135,50.816632,0 -0.377137,50.816892,0 -0.377125,50.817523,0 -0.377114,50.81761,0
a1028	57	v504	v467	177	-3	-0.368926,50.824317,0 -0.368887,50.823801,0
a1029	12	v964	v968	78	-102	-0.363304,50.812388,0 -0.363143,50.812409,0
a1030	12	v964	v969	-13	167	-0.363304,50.812388,0 -0.363341,50.81249,0
a1031	20	v939	v970	78	-98	-0.362864,50.812446,0 -0.362603,50.81248,0 -0.362581,50.812482,0
a1032	20	v939	v968	-102	78	-0.362864,50.812446,0 -0.363143,50.812409,0
a1033	246	v971	v258	83	-97	-0.393857,50.81505,0 -0.393421,50.815085,0 -0.392273,50.815164,0 -0.392131,50.815177,0 -0.392037,50.81518,0 -0.391971,50.815169,0 -0.391915,50.815128,0 -0.391888,50.815086,0 -0.391863,50.814918,0 -0.391829,50.814754,0 -0.391809,50.814691,0 -0.39175,50.814637,0 -0.391671,50.814608,0 -0.391584,50.814606,0 -0.391358,50.814623,0 -0.391062,50.814646,0
a1034	101	v971	v483	173	-7	-0.393857,50.81505,0 -0.39367,50.81415,0
a1035	16	v971	v877	-11	169	-0.393857,50.81505,0 -0.3939,50.815194,0
a1036	8	v972	v973	4	-176	-0.357572,50.824711,0 -0.357564,50.824783,0
a1037	10	v974	v933	-123	136	-0.362579,50.81292,0 -0.362603,50.81291,0 -0.362631,50.812906,0 -0.362659,50.812908,0 -0.362685,50.812916,0 -0.362705,50.812929,0
a1038	6	v974	v975	36	178	-0.362579,50.81292,0 -0.362562,50.812935,0 -0.362553,50.812952,0 -0.362554,50.81297,0
a1039	35	v974	v976	167	-12	-0.362579,50.81292,0 -0.362562,50.812873,0 -0.36249,50.812674,0 -0.362468,50.812611,0
a1040	88	v977	v653	178	-2	-0.382157,50.832198,0 -0.382114,50.831407,0
a1041	93	v977	v978	-92	109	-0.382157,50.832198,0 -0.383063,50.832174,0 -0.383454,50.832258,0
a1042	85	v977	v979	87	-60	-0.382157,50.832198,0 -0.381564,50.83222,0 -0.381075,50.832193,0 -0.380972,50.832156,0
a1043	14	v975	v980	78	-102	-0.362554,50.81297,0 -0.362358,50.812997,0
a1044	6	v975	v934	-22	120	-0.362554,50.81297,0 -0.362565,50.812987,0 -0.362583,50.813,0 -0.362608,50.813009,0
a1045	26	v934	v981	-14	166	-0.362608,50.813009,0 -0.362699,50.813235,0
a1046	202	v107	v982	-2	178	-0.370108,50.82234,0 -0.370231,50.824154,0
a1047	66	v107	v099	-91	85	-0.370108,50.82234,0 -0.37041,50.822337,0 -0.371047,50.822304,0
a1048	104	v696	v563	-91	85	-0.376498,50.811614,0 -0.376913,50.811608,0 -0.377679,50.81157,0 -0.377973,50.811553,0
a1049	100	v983	v034	-14	148	-0.365382,50.812072,0 -0.365539,50.812464,0 -0.365709,50.812908,0 -0.36574,50.812939,0
a1050	47	v983	v248	83	-97	-0.365382,50.812072,0 -0.364721,50.812126,0
a1051	31	v983	v984	-98	82	-0.365382,50.812072,0 -0.365816,50.812033,0
a1052	95	v280	v937	-5	175	-0.382762,50.814085,0 -0.382887,50.814933,0
a1053	106	v280	v959	175	-5	-0.382762,50.814085,0 -0.38262,50.813139,0
a1054	51	v985	v986	175	-5	-0.358402,50.81852,0 -0.358344,50.818061,0
a1055	66	v987	v985	165	-10	-0.358599,50.819102,0 -0.358491,50.818839,0 -0.358402,50.81852,0
a1056	164	v680	v985	83	-103	-0.360528,50.818127,0 -0.359143,50.818242,0 -0.359052,50.818268,0 -0.359011,50.818297,0 -0.358974,50.818337,0 -0.358963,50.818386,0 -0.358918,50.818429,0 -0.358853,50.818453,0 -0.358402,50.81852,0
a1057	52	v034	v035	-64	112	-0.36574,50.812939,0 -0.365882,50.812982,0 -0.366136,50.813051,0 -0.366421,50.813124,0
a1058	18	v970	v976	-8	-106	-0.362581,50.812482,0 -0.362585,50.8125,0 -0.362584,50.812524,0 -0.362578,50.812543,0 -0.362565,50.812567,0 -0.362542,50.812585,0 -0.36252,50.812597,0 -0.362496,50.812606,0 -0.362468,50.812611,0
a1059	10	v775	v988	180	0	-0.356363,50.826624,0 -0.356363,50.826536,0
a1060	9	v775	v989	-4	176	-0.356363,50.826624,0 -0.356371,50.826703,0
a1061	43	v932	v990	-7	162	-0.360647,50.8184,0 -0.3607,50.818685,0 -0.360751,50.818782,0
a1062	31	v932	v680	165	-15	-0.360647,50.8184,0 -0.360528,50.818127,0
a1063	12	v991	v992	171	-9	-0.357865,50.825533,0 -0.357838,50.825425,0
a1064	8	v993	v994	179	-1	-0.357937,50.824882,0 -0.357935,50.824813,0
a1065	14	v911	v995	-14	166	-0.363135,50.813173,0 -0.363183,50.813299,0
a1066	32	v911	v951	-103	77	-0.363135,50.813173,0 -0.363582,50.813109,0
a1067	31	v911	v981	77	-103	-0.363135,50.813173,0 -0.362699,50.813235,0
a1068	18	v996	v981	-102	78	-0.362454,50.813269,0 -0.362699,50.813235,0
a1069	20	v968	v969	-10	82	-0.363143,50.812409,0 -0.363151,50.812438,0 -0.363166,50.812461,0 -0.363208,50.812484,0 -0.363245,50.812494,0 -0.363297,50.812494,0 -0.363341,50.81249,0
a1070	41	v973	v997	93	-87	-0.357564,50.824783,0 -0.356988,50.824763,0
a1071	26	v973	v994	-83	97	-0.357564,50.824783,0 -0.357935,50.824813,0
a1072	94	v998	v999	52	-158	-0.364945,50.817733,0 -0.364651,50.817879,0 -0.364286,50.818447,0
a1073	35	v969	v947	-12	168	-0.363341,50.81249,0 -0.363448,50.812795,0
a1074	6	v750	v843	-61	119	-0.373842,50.826387,0 -0.373916,50.826413,0
a1075	172	v1000	v1001	-14	-175	-0.360292,50.812507,0 -0.360797,50.813782,0 -0.360765,50.814011,0
a1076	108	v1000	v853	83	-97	-0.360292,50.812507,0 -0.35877,50.812624,0
a1077	14	v1000	v715	-101	79	-0.360292,50.812507,0 -0.360487,50.812483,0
a1078	19	v598	v831	35	-145	-0.365582,50.830546,0 -0.365426,50.830686,0
a1079	86	v1002	v598	-77	137	-0.364477,50.83028,0 -0.365387,50.830416,0 -0.365582,50.830546,0
a1080	78	v749	v1003	86	-94	-0.373096,50.824016,0 -0.371994,50.824063,0
a1081	198	v749	v1004	178	-2	-0.373096,50.824016,0 -0.372984,50.822239,0
a1082	9	v749	v1005	-78	102	-0.373096,50.824016,0 -0.373227,50.824033,0
a1083	72	v013	v1006	9	-96	-0.367749,50.814854,0 -0.36772,50.814972,0 -0.367523,50.81499,0 -0.367248,50.815077,0 -0.366922,50.815099,0
a1084	27	v1004	v925	-178	2	-0.372984,50.822239,0 -0.372995,50.821996,0
a1085	9	v1004	v781	-97	83	-0.372984,50.822239,0 -0.373105,50.82223,0
a1086	56	v1004	v152	86	-94	-0.372984,50.822239,0 -0.372187,50.822272,0
a1087	29	v067	v698	-4	176	-0.372874,50.819953,0 -0.372901,50.820217,0
a1088	5	v067	v1007	-90	90	-0.372874,50.819953,0 -0.372951,50.819953,0
a1089	12	v908	v995	166	-14	-0.363223,50.813404,0 -0.363183,50.813299,0
a1090	18	v908	v995	-116	-90	-0.363223,50.813404,0 -0.363249,50.813396,0 -0.363269,50.813383,0 -0.363281,50.813367,0 -0.363284,50.813349,0 -0.363277,50.813331,0 -0.363261,50.813316,0 -0.363239,50.813305,0 -0.363212,50.813299,0 -0.363183,50.813299,0
a1091	12	v908	v995	166	-14	-0.363223,50.813404,0 -0.363183,50.813299,0
a1092	133	v099	v1008	-8	172	-0.371047,50.822304,0 -0.371308,50.823489,0
a1093	39	v1009	v928	12	-179	-0.381785,50.81103,0 -0.381752,50.811132,0 -0.381736,50.811249,0 -0.381731,50.811376,0
a1094	6	v1010	v1011	162	-18	-0.365536,50.813624,0 -0.365509,50.813571,0
a1095	9	v868	v1012	-41	139	-0.368995,50.818812,0 -0.36908,50.818874,0
a1096	8	v868	v623	66	-114	-0.368995,50.818812,0 -0.368886,50.818842,0
a1097	35	v446	v1013	171	-9	-0.367244,50.834087,0 -0.367164,50.833775,0
a1098	9	v446	v1014	-3	177	-0.367244,50.834087,0 -0.36725,50.834164,0
a1099	43	v446	v1015	-84	96	-0.367244,50.834087,0 -0.367848,50.834124,0
a1100	59	v429	v1016	87	-92	-0.373773,50.818274,0 -0.372997,50.818303,0 -0.37294,50.818304,0
a1101	47	v1017	v1011	73	162	-0.365823,50.813338,0 -0.365428,50.813416,0 -0.365482,50.81352,0 -0.365509,50.813571,0
a1102	22	v1018	v1019	166	-14	-0.359419,50.811882,0 -0.359342,50.811688,0
a1103	24	v1018	v716	-104	76	-0.359419,50.811882,0 -0.359757,50.811828,0
a1104	16	v1018	v855	76	-104	-0.359419,50.811882,0 -0.359194,50.811917,0
a1105	65	v1011	v834	76	-104	-0.365509,50.813571,0 -0.365126,50.813632,0 -0.365098,50.813644,0 -0.365031,50.813693,0 -0.365004,50.813702,0 -0.364646,50.81376,0
a1106	11	v743	v1020	-13	167	-0.363073,50.814278,0 -0.363108,50.814371,0
a1107	35	v1021	v600	145	-35	-0.366323,50.830443,0 -0.366039,50.830183,0
a1108	47	v242	v1022	-95	85	-0.374463,50.822143,0 -0.375135,50.822108,0
a1109	96	v242	v781	84	-96	-0.374463,50.822143,0 -0.373105,50.82223,0
a1110	88	v672	v1023	-103	89	-0.365145,50.820476,0 -0.365635,50.820402,0 -0.365996,50.820369,0 -0.366374,50.820364,0
a1111	45	v672	v673	-14	166	-0.365145,50.820476,0 -0.365307,50.820872,0
a1112	228	v863	v1024	-45	174	-0.375681,50.821892,0 -0.376026,50.822112,0 -0.376155,50.82234,0 -0.376406,50.823827,0
a1113	47	v863	v1022	42	-95	-0.375681,50.821892,0 -0.375458,50.82205,0 -0.375248,50.822102,0 -0.375135,50.822108,0
a1114	144	v336	v863	83	-148	-0.37739,50.821349,0 -0.376744,50.821398,0 -0.376278,50.82148,0 -0.376081,50.821526,0 -0.375964,50.821631,0 -0.375766,50.821805,0 -0.375681,50.821892,0
a1115	23	v942	v569	42	-145	-0.368459,50.829237,0 -0.368365,50.829304,0 -0.368256,50.829404,0
a1116	126	v1025	v942	88	-117	-0.370238,50.82915,0 -0.368684,50.829182,0 -0.368579,50.829199,0 -0.368459,50.829237,0
a1117	180	v648	v654	171	-6	-0.374919,50.813672,0 -0.374707,50.812803,0 -0.374606,50.812347,0 -0.374559,50.81207,0
a1118	51	v654	v516	87	-93	-0.374559,50.81207,0 -0.373831,50.812092,0
a1119	127	v1026	v673	88	-99	-0.367102,50.820788,0 -0.366922,50.820792,0 -0.366329,50.820792,0 -0.365935,50.820807,0 -0.365439,50.820859,0 -0.365307,50.820872,0
a1120	47	v673	v902	1	-179	-0.365307,50.820872,0 -0.365293,50.821291,0
a1121	66	v1027	v1028	-3	176	-0.364277,50.811264,0 -0.364282,50.811327,0 -0.364334,50.811856,0
a1122	33	v250	v1028	-96	-3	-0.364078,50.812022,0 -0.364258,50.812011,0 -0.364293,50.812008,0 -0.364314,50.811998,0 -0.364333,50.811982,0 -0.364338,50.811958,0 -0.36434,50.811928,0 -0.364334,50.811856,0
a1123	7	v1028	v1029	86	-94	-0.364334,50.811856,0 -0.364229,50.811861,0
a1124	50	v893	v643	76	-104	-0.364643,50.815278,0 -0.363945,50.815384,0
a1125	17	v893	v1030	164	-35	-0.364643,50.815278,0 -0.364614,50.815214,0 -0.364538,50.815145,0
a1126	50	v931	v837	158	-22	-0.3628,50.818178,0 -0.362535,50.81776,0
a1127	5	v931	v647	-24	156	-0.3628,50.818178,0 -0.362828,50.818217,0
a1128	155	v990	v987	77	-103	-0.360751,50.818782,0 -0.358599,50.819102,0
a1129	81	v990	v1031	-28	75	-0.360751,50.818782,0 -0.360837,50.818886,0 -0.360992,50.818934,0 -0.361756,50.818804,0
a1130	235	v146	v902	86	-93	-0.368626,50.821163,0 -0.366227,50.821261,0 -0.365293,50.821291,0
a1131	47	v146	v151	-92	88	-0.368626,50.821163,0 -0.369289,50.821151,0
a1132	64	v146	v387	-165	80	-0.368626,50.821163,0 -0.368665,50.821072,0 -0.368748,50.820929,0 -0.368904,50.820845,0 -0.369208,50.82081,0
a1133	50	v1023	v1032	-174	6	-0.366374,50.820364,0 -0.366453,50.819919,0
a1134	53	v1023	v386	-83	90	-0.366374,50.820364,0 -0.36706,50.820418,0 -0.367117,50.820418,0
a1135	190	v624	v1033	-92	88	-0.38819,50.823824,0 -0.390892,50.823775,0
a1136	94	v624	v536	88	-92	-0.38819,50.823824,0 -0.386854,50.823849,0
a1137	171	v641	v1034	175	-5	-0.387921,50.82113,0 -0.387854,50.820597,0 -0.387716,50.819596,0
a1138	88	v850	v1035	-3	177	-0.379958,50.822679,0 -0.380021,50.823467,0
a1139	20	v850	v1036	177	-3	-0.379958,50.822679,0 -0.379943,50.822497,0
a1140	72	v301	v1037	-141	39	-0.361703,50.824533,0 -0.362356,50.824031,0
a1141	134	v301	v520	132	-48	-0.361703,50.824533,0 -0.360296,50.82372,0
a1142	11	v1027	v896	87	-5	-0.364277,50.811264,0 -0.36416,50.811268,0 -0.364156,50.811241,0
a1143	130	v837	v1038	-95	85	-0.362535,50.81776,0 -0.36438,50.81766,0
a1144	9	v894	v1039	85	-95	-0.363943,50.811256,0 -0.36382,50.811263,0
a1145	326	v1040	v1041	10	34	-0.36427,50.82865,0 -0.364211,50.828871,0 -0.364271,50.82911,0 -0.364254,50.829305,0 -0.36416,50.829408,0 -0.363988,50.829462,0 -0.363619,50.82944,0 -0.363319,50.829435,0 -0.362898,50.829429,0 -0.36258,50.829413,0 -0.362289,50.829413,0 -0.362117,50.82938,0 -0.361988,50.829267,0 -0.361911,50.829066,0 -0.361894,50.82892,0 -0.361902,50.828784,0 -0.361937,50.828637,0 -0.361994,50.828583,0
a1146	44	v1042	v1040	80	-94	-0.364884,50.82859,0 -0.364403,50.828644,0 -0.36427,50.82865,0
a1147	9	v1043	v571	-108	72	-0.371808,50.811942,0 -0.371924,50.811918,0
a1148	40	v1044	v023	-11	169	-0.367554,50.81194,0 -0.367663,50.812295,0
a1149	5	v1044	v1045	156	-24	-0.367554,50.81194,0 -0.367526,50.811901,0
a1150	99	v1044	v702	-101	79	-0.367554,50.81194,0 -0.367904,50.811899,0 -0.368299,50.811848,0 -0.368943,50.811771,0
a1151	66	v1046	v1047	-6	176	-0.363695,50.811298,0 -0.363773,50.811808,0 -0.363782,50.811888,0
a1152	12	v1046	v1039	-94	-4	-0.363695,50.811298,0 -0.363823,50.811292,0 -0.36382,50.811263,0
a1153	7	v1046	v381	175	-5	-0.363695,50.811298,0 -0.363686,50.811237,0
a1154	64	v958	v1048	-7	-96	-0.379055,50.816228,0 -0.379088,50.81639,0 -0.378446,50.816432,0
a1155	64	v958	v1049	173	-96	-0.379055,50.816228,0 -0.379023,50.816065,0 -0.378381,50.816109,0
a1156	13	v381	v1039	-95	176	-0.363686,50.811237,0 -0.363816,50.81123,0 -0.36382,50.811263,0
a1157	42	v366	v1050	81	-99	-0.372004,50.8327,0 -0.371409,50.832762,0
a1158	33	v572	v1051	172	-8	-0.373256,50.813324,0 -0.373189,50.813031,0
a1159	26	v572	v1052	79	-101	-0.373256,50.813324,0 -0.372893,50.813368,0
a1160	54	v1053	v1054	82	-98	-0.376158,50.823834,0 -0.375394,50.823903,0
a1161	53	v1053	v1055	-4	176	-0.376158,50.823834,0 -0.376206,50.824307,0
a1162	17	v1053	v1024	-93	87	-0.376158,50.823834,0 -0.376406,50.823827,0
a1163	91	v279	v959	121	-94	-0.383897,50.813139,0 -0.383815,50.813108,0 -0.383752,50.813094,0 -0.383692,50.813089,0 -0.383522,50.813098,0 -0.38262,50.813139,0
a1164	143	v959	v960	86	-94	-0.38262,50.813139,0 -0.380592,50.813224,0
a1165	25	v1056	v1057	154	-26	-0.372505,50.819534,0 -0.37235,50.819334,0
a1166	40	v1048	v808	-7	173	-0.378446,50.816432,0 -0.378518,50.816787,0
a1167	36	v1048	v1049	173	-7	-0.378446,50.816432,0 -0.378381,50.816109,0
a1168	238	v183	v078	-85	99	-0.383356,50.818069,0 -0.384147,50.818112,0 -0.38508,50.818131,0 -0.385933,50.818193,0 -0.38673,50.818276,0
a1169	17	v557	v054	-39	141	-0.374281,50.82818,0 -0.374431,50.828299,0
a1170	88	v264	v475	88	-92	-0.390522,50.825626,0 -0.389264,50.825655,0
a1171	48	v1058	v798	-144	29	-0.379319,50.83774,0 -0.379464,50.837613,0 -0.379674,50.83737,0
a1172	52	v1059	v1058	-103	48	-0.378647,50.837908,0 -0.378801,50.837885,0 -0.378955,50.837855,0 -0.379098,50.83783,0 -0.379216,50.837798,0 -0.379319,50.83774,0
a1173	14	v1058	v1060	129	-51	-0.379319,50.83774,0 -0.379166,50.837661,0
a1174	148	v1058	v1061	-13	90	-0.379319,50.83774,0 -0.379372,50.837882,0 -0.379951,50.837899,0 -0.380096,50.837797,0 -0.380809,50.83778,0 -0.381169,50.83778,0
a1175	207	v563	v1062	-6	174	-0.377973,50.811553,0 -0.378294,50.813402,0
a1176	199	v1063	v1064	-46	133	-0.378148,50.830556,0 -0.379939,50.831663,0 -0.380178,50.831804,0
a1177	8	v1063	v299	36	-144	-0.378148,50.830556,0 -0.378084,50.830611,0
a1178	90	v1063	v669	135	-43	-0.378148,50.830556,0 -0.37806,50.8305,0 -0.377261,50.829966,0
a1179	6	v1029	v1065	83	-97	-0.364229,50.811861,0 -0.364151,50.811867,0
a1180	20	v1029	v1066	-5	-96	-0.364229,50.811861,0 -0.364236,50.811914,0 -0.36422,50.811918,0 -0.364208,50.811926,0 -0.3642,50.811934,0 -0.364196,50.811943,0 -0.364196,50.811952,0 -0.36407,50.81196,0
a1181	20	v1029	v1067	175	-95	-0.364229,50.811861,0 -0.364221,50.811799,0 -0.364204,50.811796,0 -0.36419,50.811792,0 -0.36418,50.811784,0 -0.364172,50.811775,0 -0.364048,50.811782,0
a1182	7	v1068	v1047	85	-95	-0.363882,50.811883,0 -0.363782,50.811888,0
a1183	7	v1068	v1069	-97	83	-0.363882,50.811883,0 -0.363976,50.811876,0
a1184	20	v1068	v1066	-6	85	-0.363882,50.811883,0 -0.363893,50.811947,0 -0.363904,50.811948,0 -0.363918,50.811952,0 -0.363934,50.811958,0 -0.363948,50.811967,0 -0.36407,50.81196,0
a1185	21	v1068	v1067	174	85	-0.363882,50.811883,0 -0.363871,50.811819,0 -0.363887,50.811816,0 -0.363898,50.81181,0 -0.363908,50.811802,0 -0.363915,50.81179,0 -0.364048,50.811782,0
