vertex	d (m)	v1	v2	angle1 (deg)	angle2 (deg)	waypoins
v1050	-0.371308,50.832418,0	a
v1051	-0.373189,50.813031,0	a
v1052	-0.372893,50.813368,0	a
v1053	-0.376158,50.823834,0	a
v1054	-0.373227,50.824033,0	a
v1055	-0.376158,50.823834,0	a
v1056	-0.372505,50.819534,0	a
v1057	-0.37235,50.819334,0	a
v1058	-0.379319,50.83774,0	a
v1059	-0.377692,50.837962,0	a
v106	-0.369494,50.822361,0	a
v1060	-0.379319,50.83774,0	a
v1061	-0.379319,50.83774,0	a
v1062	-0.378294,50.813402,0	a
v1063	-0.378148,50.830556,0	a
v1064	-0.380178,50.831804,0	a
v1065	-0.364151,50.811867,0	a
v1066	-0.36407,50.81196,0	a
v1067	-0.364048,50.811782,0	a
v1068	-0.363882,50.811883,0	a
v1069	-0.363976,50.811876,0	a
v107	-0.370108,50.82234,0	a
v1070	-0.36407,50.81196,0	a
v1071	-0.364048,50.811782,0	a
v1072	-0.380178,50.831804,0	a
v1073	-0.394969,50.828412,0	a
v1074	-0.394175,50.828311,0	a
v1075	-0.395647,50.827312,0	a
v1076	-0.396315,50.827904,0	a
v1077	-0.396216,50.826647,0	a
v1078	-0.362935,50.833872,0	a
v1079	-0.362125,50.832919,0	a
v108	-0.376794,50.818894,0	a
v1080	-0.370489,50.831732,0	a
v1081	-0.371102,50.831677,0	a
v1082	-0.370876,50.832875,0	a
v1083	-0.395996,50.833862,0	a
v1084	-0.396822,50.833931,0	a
v1085	-0.39586,50.833259,0	a
v1086	-0.395678,50.833263,0	a
v1087	-0.396757,50.833374,0	a
v1088	-0.371425,50.832816,0	a
v1089	-0.377188,50.830004,0	a
v109	-0.376231,50.819151,0	a
v1090	-0.373347,50.833413,0	a
v1091	-0.372894,50.811461,0	a
v1092	-0.373004,50.81215,0	a
v1093	-0.396662,50.832967,0	a
v1094	-0.396662,50.832967,0	a
v1095	-0.364579,50.834338,0	a
v1096	-0.3644,50.834105,0	a
v1097	-0.35719,50.812771,0	a
v1098	-0.35719,50.812771,0	a
v1099	-0.356219,50.812871,0	a
v110	-0.376791,50.819024,0	a
v1100	-0.367196,50.811062,0	a
v1101	-0.367032,50.811734,0	a
v1102	-0.392158,50.823729,0	a
v1103	-0.383671,50.82561,0	a
v1104	-0.356476,50.824183,0	a
v1105	-0.394673,50.820608,0	a
v1106	-0.356389,50.820852,0	a
v1107	-0.355023,50.823366,0	a
v1108	-0.377951,50.81956,0	a
v1109	-0.366666,50.811032,0	a
v111	-0.368504,50.816842,0	a
v1110	-0.356476,50.824183,0	a
v1111	-0.392001,50.837946,0	a
v1112	-0.368051,50.818071,0	a
v1113	-0.367199,50.818114,0	a
v1114	-0.366578,50.835171,0	a
v1115	-0.35744,50.817227,0	a
v1116	-0.357343,50.817453,0	a
v1117	-0.35744,50.817227,0	a
v1118	-0.35744,50.817227,0	a
v1119	-0.367064,50.811905,0	a
v112	-0.368788,50.818178,0	a
v1120	-0.391493,50.816619,0	a
v1121	-0.393269,50.812214,0	a
v1122	-0.382762,50.81493,0	a
v1123	-0.382266,50.815315,0	a
v1124	-0.380414,50.816538,0	a
v1125	-0.369392,50.811717,0	a
v1126	-0.372856,50.817124,0	a
v1127	-0.372854,50.817064,0	a
v1128	-0.373754,50.817039,0	a
v1129	-0.372856,50.817124,0	a
v113	-0.368051,50.818071,0	a
v1130	-0.380561,50.831607,0	a
v1131	-0.380407,50.830277,0	a
v1132	-0.373477,50.812126,0	a
v1133	-0.395154,50.815053,0	a
v1134	-0.358988,50.825349,0	a
v1135	-0.358988,50.825349,0	a
v1136	-0.380297,50.829359,0	a
v1137	-0.392236,50.813678,0	a
v1138	-0.370778,50.813298,0	a
v1139	-0.379728,50.813355,0	a
v114	-0.368484,50.816704,0	a
v1140	-0.359138,50.81173,0	a
v1141	-0.356219,50.812871,0	a
v1142	-0.369937,50.81388,0	a
v1143	-0.372419,50.816636,0	a
v1144	-0.372806,50.817052,0	a
v1145	-0.359687,50.811632,0	a
v1146	-0.377842,50.813605,0	a
v1147	-0.372769,50.818183,0	a
v1148	-0.372643,50.81761,0	a
v1149	-0.372868,50.819376,0	a
v115	-0.369343,50.816563,0	a
v1150	-0.364678,50.811721,0	a
v1151	-0.372762,50.817125,0	a
v1152	-0.373899,50.812366,0	a
v1153	-0.373004,50.81215,0	a
v1154	-0.377837,50.813494,0	a
v1155	-0.367542,50.82742,0	a
v1156	-0.371524,50.833155,0	a
v1157	-0.378647,50.837908,0	a
v1158	-0.355213,50.81768,0	a
v1159	-0.355175,50.817564,0	a
v116	-0.369848,50.818005,0	a
v1160	-0.393328,50.826671,0	a
v1161	-0.358645,50.812634,0	a
v1162	-0.394962,50.814068,0	a
v1163	-0.372531,50.817642,0	a
v1164	-0.374815,50.815593,0	a
v1165	-0.375764,50.815512,0	a
v1166	-0.372643,50.81761,0	a
v1167	-0.372531,50.817642,0	a
v1168	-0.366516,50.813609,0	a
v1169	-0.372762,50.817125,0	a
v117	-0.368929,50.816631,0	a
v1170	-0.378294,50.813402,0	a
v1171	-0.377232,50.813952,0	a
v1172	-0.384995,50.834109,0	a
v1173	-0.385721,50.833766,0	a
v1174	-0.387539,50.811483,0	a
v1175	-0.387539,50.811483,0	a
v1176	-0.390603,50.811298,0	a
v1177	-0.37294,50.818304,0	a
v1178	-0.373837,50.817038,0	a
v1179	-0.373095,50.816204,0	a
v118	-0.370124,50.816411,0	a
v1180	-0.373585,50.817192,0	a
v1181	-0.368011,50.813434,0	a
v1182	-0.367435,50.81187,0	a
v1183	-0.396822,50.833931,0	a
v1184	-0.383196,50.816779,0	a
v1185	-0.394068,50.824348,0	a
v1186	-0.393504,50.824216,0	a
v1187	-0.387716,50.819596,0	a
v1188	-0.371123,50.837664,0	a
v1189	-0.392158,50.823729,0	a
v119	-0.370636,50.817884,0	a
v1190	-0.392987,50.823183,0	a
v1191	-0.390592,50.823384,0	a
v1192	-0.396631,50.824499,0	a
v1193	-0.396083,50.823578,0	a
v1194	-0.395009,50.823689,0	a
v1195	-0.394986,50.823614,0	a
v1196	-0.395009,50.823689,0	a
v1197	-0.3934,50.823686,0	a
v1198	-0.393302,50.82369,0	a
v1199	-0.393102,50.823172,0	a
v120	-0.368929,50.816631,0	a
v1200	-0.392987,50.823183,0	a
v1201	-0.391348,50.819197,0	a
v1202	-0.390987,50.819206,0	a
v1203	-0.389344,50.819246,0	a
v1204	-0.389854,50.819541,0	a
v1205	-0.390384,50.819221,0	a
v1206	-0.390603,50.811298,0	a
v1207	-0.391004,50.819515,0	a
v1208	-0.366215,50.818498,0	a
v1209	-0.379037,50.828662,0	a
v121	-0.364471,50.826352,0	a
v1210	-0.375124,50.817107,0	a
v1211	-0.39238,50.828459,0	a
v1212	-0.393328,50.826671,0	a
v1213	-0.389452,50.835408,0	a
v1214	-0.390062,50.835001,0	a
v1215	-0.390062,50.835001,0	a
v1216	-0.390062,50.835001,0	a
v1217	-0.372947,50.814999,0	a
v1218	-0.374631,50.81479,0	a
v1219	-0.375124,50.817107,0	a
v122	-0.363432,50.826428,0	a
v1220	-0.392421,50.821292,0	a
v1221	-0.395678,50.833263,0	a
v1222	-0.395495,50.818795,0	a
v1223	-0.387582,50.811884,0	a
v1224	-0.391571,50.816973,0	a
v1225	-0.391798,50.817923,0	a
v1226	-0.391571,50.816973,0	a
v1227	-0.373347,50.833413,0	a
v1228	-0.390371,50.83589,0	a
v1229	-0.394187,50.81647,0	a
v123	-0.36501,50.826053,0	a
v1230	-0.364678,50.811721,0	a
v1231	-0.358599,50.819102,0	a
v1232	-0.356061,50.817356,0	a
v1233	-0.356061,50.817356,0	a
v1234	-0.356458,50.818122,0	a
v1235	-0.356061,50.817356,0	a
v1236	-0.362125,50.832919,0	a
v1237	-0.385659,50.837397,0	a
v1238	-0.370212,50.813458,0	a
v1239	-0.371302,50.814534,0	a
v124	-0.362757,50.82514,0	a
v1240	-0.372848,50.81425,0	a
v1241	-0.371302,50.814534,0	a
v1242	-0.368051,50.818071,0	a
v1243	-0.36911,50.820506,0	a
v1244	-0.375479,50.826641,0	a
v1245	-0.396126,50.825405,0	a
v1246	-0.393539,50.837813,0	a
v1247	-0.39323,50.812034,0	a
v1248	-0.396351,50.811782,0	a
v1249	-0.371791,50.831951,0	a
v125	-0.374156,50.813394,0	a
v1250	-0.371031,50.831422,0	a
v1251	-0.386236,50.812501,0	a
v1252	-0.377953,50.82055,0	a
v1253	-0.377953,50.82055,0	a
v1254	-0.390036,50.816688,0	a
v1255	-0.382416,50.818344,0	a
v1256	-0.357284,50.817421,0	a
v1257	-0.357138,50.81651,0	a
v1258	-0.356458,50.818122,0	a
v1259	-0.37603,50.826262,0	a
v126	-0.374225,50.813737,0	a
v1260	-0.394962,50.814068,0	a
v1261	-0.356335,50.818126,0	a
v1262	-0.356458,50.818122,0	a
v1263	-0.356313,50.817563,0	a
v1264	-0.360472,50.814165,0	a
v1265	-0.378597,50.817885,0	a
v1266	-0.380139,50.832865,0	a
v1267	-0.364709,50.83492,0	a
v1268	-0.390036,50.816688,0	a
v1269	-0.391756,50.833976,0	a
v127	-0.374061,50.812944,0	a
v1270	-0.385659,50.837397,0	a
v1271	-0.379564,50.814778,0	a
v1272	-0.366516,50.813609,0	a
v1273	-0.389854,50.819541,0	a
v1274	-0.374631,50.81479,0	a
v1275	-0.394615,50.818809,0	a
v1276	-0.370222,50.811573,0	a
v1277	-0.36776,50.814136,0	a
v1278	-0.368147,50.814088,0	a
v1279	-0.368172,50.814127,0	a
v128	-0.373292,50.813476,0	a
v1280	-0.366563,50.833793,0	a
v1281	-0.355231,50.820301,0	a
v1282	-0.357348,50.820247,0	a
v1283	-0.356771,50.820294,0	a
v1284	-0.377692,50.837962,0	a
v1285	-0.378597,50.817885,0	a
v1286	-0.361341,50.827844,0	a
v1287	-0.382114,50.831407,0	a
v1288	-0.369184,50.830009,0	a
v1289	-0.377232,50.813952,0	a
v129	-0.363432,50.826428,0	a
v1290	-0.384887,50.83589,0	a
v1291	-0.383238,50.833908,0	a
v1292	-0.384887,50.83589,0	a
v1293	-0.380397,50.837482,0	a
v1294	-0.380397,50.837482,0	a
v1295	-0.380734,50.836858,0	a
v1296	-0.373095,50.816204,0	a
v1297	-0.354527,50.817624,0	a
v1298	-0.391004,50.819515,0	a
v1299	-0.396332,50.816386,0	a
v130	-0.362768,50.826551,0	a
v1300	-0.357348,50.820247,0	a
v1301	-0.382353,50.819979,0	a
v1302	-0.379646,50.826387,0	a
v1303	-0.378737,50.826738,0	a
v1304	-0.379413,50.826671,0	a
v1305	-0.379346,50.8264,0	a
v1306	-0.379646,50.826387,0	a
v131	-0.376697,50.82751,0	a
v132	-0.361958,50.826506,0	a
v133	-0.361499,50.826391,0	a
v134	-0.362074,50.827246,0	a
v135	-0.368576,50.814914,0	a
v136	-0.360638,50.815957,0	a
v137	-0.361501,50.818258,0	a
v138	-0.359816,50.816108,0	a
v139	-0.361605,50.815794,0	a
v140	-0.375819,50.824956,0	a
v141	-0.37603,50.826262,0	a
v142	-0.372487,50.8168,0	a
v143	-0.372806,50.817052,0	a
v144	-0.371319,50.816968,0	a
v145	-0.368869,50.82213,0	a
v146	-0.368626,50.821163,0	a
v147	-0.369494,50.822361,0	a
v148	-0.368869,50.82213,0	a
v149	-0.37209,50.821009,0	a
v150	-0.372956,50.821254,0	a
v151	-0.369208,50.82081,0	a
v152	-0.371837,50.822292,0	a
v153	-0.35945,50.821244,0	a
v154	-0.35843,50.821378,0	a
v155	-0.358966,50.819973,0	a
v156	-0.359763,50.822216,0	a
v157	-0.360661,50.821145,0	a
v158	-0.396378,50.828379,0	a
v159	-0.396029,50.828407,0	a
v160	-0.396315,50.827904,0	a
v161	-0.39594,50.830016,0	a
v162	-0.359493,50.835556,0	a
v163	-0.359493,50.835556,0	a
v164	-0.363822,50.834616,0	a
v165	-0.359493,50.835556,0	a
v166	-0.384706,50.826441,0	a
v167	-0.383671,50.82561,0	a
v168	-0.359195,50.834591,0	a
v169	-0.359464,50.835417,0	a
v170	-0.359195,50.834591,0	a
v171	-0.359328,50.834558,0	a
v172	-0.356178,50.820273,0	a
v173	-0.356771,50.820294,0	a
v174	-0.356389,50.820852,0	a
v175	-0.355231,50.820301,0	a
v176	-0.370982,50.833216,0	a
v177	-0.370876,50.832875,0	a
v178	-0.371233,50.834017,0	a
v179	-0.371524,50.833155,0	a
v180	-0.382146,50.817985,0	a
v181	-0.379413,50.817308,0	a
v182	-0.381587,50.817878,0	a
v183	-0.383356,50.818069,0	a
v184	-0.367068,50.828643,0	a
v185	-0.367015,50.829748,0	a
v186	-0.367373,50.828545,0	a
v187	-0.367122,50.828168,0	a
v188	-0.387176,50.814889,0	a
v189	-0.38771,50.816802,0	a
v190	-0.388317,50.813399,0	a
v191	-0.38649,50.815028,0	a
v192	-0.365426,50.82695,0	a
v193	-0.366398,50.827485,0	a
v194	-0.365426,50.82695,0	a
v195	-0.386938,50.827959,0	a
v196	-0.385204,50.828783,0	a
v197	-0.363114,50.824747,0	a
v198	-0.3688,50.822992,0	a
v199	-0.36501,50.826053,0	a
v200	-0.366437,50.826361,0	a
v201	-0.36501,50.826053,0	a
v202	-0.369406,50.82774,0	a
v203	-0.369406,50.82774,0	a
v204	-0.370755,50.827658,0	a
v205	-0.36769,50.827764,0	a
v206	-0.392313,50.822734,0	a
v207	-0.39197,50.822624,0	a
v208	-0.391655,50.82378,0	a
v209	-0.392388,50.822575,0	a
v210	-0.375751,50.837589,0	a
v211	-0.375751,50.837589,0	a
v212	-0.374464,50.837876,0	a
v213	-0.375751,50.837589,0	a
v214	-0.367711,50.830061,0	a
v215	-0.367129,50.830073,0	a
v216	-0.36271,50.815578,0	a
v217	-0.361512,50.812386,0	a
v218	-0.363164,50.815503,0	a
v219	-0.370285,50.830092,0	a
v220	-0.370489,50.831732,0	a
v221	-0.371368,50.829938,0	a
v222	-0.370279,50.830006,0	a
v223	-0.369937,50.81388,0	a
v224	-0.368295,50.81405,0	a
v225	-0.368147,50.814088,0	a
v226	-0.371493,50.830844,0	a
v227	-0.370238,50.82915,0	a
v228	-0.391606,50.836623,0	a
v229	-0.394889,50.833904,0	a
v230	-0.391756,50.833976,0	a
v231	-0.392001,50.837946,0	a
v232	-0.367403,50.828272,0	a
v233	-0.395751,50.836245,0	a
v234	-0.396139,50.837047,0	a
v235	-0.395751,50.836245,0	a
v236	-0.367412,50.830617,0	a
v237	-0.396738,50.819285,0	a
v238	-0.396035,50.819332,0	a
v239	-0.361642,50.825753,0	a
v240	-0.374511,50.821417,0	a
v241	-0.375681,50.821892,0	a
v242	-0.374463,50.822143,0	a
v243	-0.374389,50.820982,0	a
v244	-0.368342,50.828886,0	a
v245	-0.361183,50.825754,0	a
v246	-0.361642,50.825753,0	a
v247	-0.364094,50.812168,0	a
v248	-0.364678,50.811721,0	a
v249	-0.364646,50.81376,0	a
v250	-0.364078,50.812022,0	a
v251	-0.372278,50.82848,0	a
v252	-0.370847,50.828509,0	a
v253	-0.373465,50.828091,0	a
v254	-0.372317,50.828812,0	a
v255	-0.36792,50.83105,0	a
v256	-0.36736,50.830819,0	a
v257	-0.390922,50.814128,0	a
v258	-0.391062,50.814646,0	a
v259	-0.390704,50.813128,0	a
v260	-0.392339,50.814169,0	a
v261	-0.39166,50.824734,0	a
v262	-0.39158,50.825496,0	a
v263	-0.391581,50.825541,0	a
v264	-0.390522,50.825626,0	a
v265	-0.381817,50.813881,0	a
v266	-0.380387,50.813641,0	a
v267	-0.365967,50.832211,0	a
v268	-0.367292,50.815677,0	a
v269	-0.39366,50.829014,0	a
v270	-0.392292,50.82889,0	a
v271	-0.392196,50.829349,0	a
v272	-0.39238,50.828459,0	a
v273	-0.373513,50.829378,0	a
v274	-0.373513,50.829378,0	a
v275	-0.374204,50.82932,0	a
v276	-0.372417,50.829462,0	a
v277	-0.383946,50.81409,0	a
v278	-0.385052,50.814084,0	a
v279	-0.383897,50.813139,0	a
v280	-0.382762,50.814085,0	a
v281	-0.376557,50.82952,0	a
v282	-0.376646,50.829524,0	a
v283	-0.375938,50.829224,0	a
v284	-0.37655,50.829576,0	a
v285	-0.369182,50.829952,0	a
v286	-0.369184,50.830009,0	a
v287	-0.369679,50.830314,0	a
v288	-0.369688,50.830008,0	a
v289	-0.357185,50.825956,0	a
v290	-0.357838,50.825425,0	a
v291	-0.357185,50.825956,0	a
v292	-0.360621,50.82625,0	a
v293	-0.374586,50.819369,0	a
v294	-0.373121,50.819372,0	a
v295	-0.376006,50.820396,0	a
v296	-0.372901,50.820217,0	a
v297	-0.378068,50.833193,0	a
v298	-0.380139,50.832865,0	a
v299	-0.378084,50.830611,0	a
v300	-0.376817,50.833328,0	a
v301	-0.361703,50.824533,0	a
v302	-0.365489,50.832731,0	a
v303	-0.365488,50.834229,0	a
v304	-0.365411,50.834667,0	a
v305	-0.365411,50.834667,0	a
v306	-0.365346,50.834868,0	a
v307	-0.39364,50.834376,0	a
v308	-0.394889,50.833904,0	a
v309	-0.387678,50.824671,0	a
v310	-0.387678,50.824671,0	a
v311	-0.388242,50.824646,0	a
v312	-0.367369,50.834761,0	a
v313	-0.367399,50.835121,0	a
v314	-0.367354,50.834693,0	a
v315	-0.367123,50.834772,0	a
v316	-0.375497,50.826717,0	a
v317	-0.375479,50.826641,0	a
v318	-0.394889,50.833904,0	a
v319	-0.369426,50.822664,0	a
v320	-0.3688,50.822992,0	a
v321	-0.370231,50.824154,0	a
v322	-0.367598,50.834684,0	a
v323	-0.367289,50.834404,0	a
v324	-0.372929,50.826536,0	a
v325	-0.372911,50.826456,0	a
v326	-0.375653,50.829383,0	a
v327	-0.375678,50.829045,0	a
v328	-0.381245,50.82583,0	a
v329	-0.378077,50.826088,0	a
v330	-0.37975,50.825164,0	a
v331	-0.367916,50.834321,0	a
v332	-0.379425,50.821202,0	a
v333	-0.379627,50.822139,0	a
v334	-0.383616,50.821144,0	a
v335	-0.379275,50.820732,0	a
v336	-0.37739,50.821349,0	a
v337	-0.392441,50.822016,0	a
v338	-0.39568,50.82224,0	a
v339	-0.392421,50.821292,0	a
v340	-0.392441,50.822016,0	a
v341	-0.388617,50.82463,0	a
v342	-0.389264,50.825655,0	a
v343	-0.390405,50.825086,0	a
v344	-0.389375,50.835218,0	a
v345	-0.38801,50.833857,0	a
v346	-0.389375,50.835218,0	a
v347	-0.366472,50.836992,0	a
v348	-0.380773,50.832794,0	a
v349	-0.380814,50.832618,0	a
v350	-0.380934,50.833015,0	a
v351	-0.380598,50.832841,0	a
v352	-0.385238,50.829612,0	a
v353	-0.380297,50.829359,0	a
v354	-0.385204,50.828783,0	a
v355	-0.385204,50.828783,0	a
v356	-0.38526,50.830559,0	a
v357	-0.380625,50.832899,0	a
v358	-0.380425,50.832864,0	a
v359	-0.380834,50.83246,0	a
v360	-0.375353,50.833328,0	a
v361	-0.377188,50.830004,0	a
v362	-0.376817,50.833328,0	a
v363	-0.372062,50.832912,0	a
v364	-0.373347,50.833413,0	a
v365	-0.372062,50.832912,0	a
v366	-0.372004,50.8327,0	a
v367	-0.389267,50.818328,0	a
v368	-0.390412,50.81832,0	a
v369	-0.388901,50.816738,0	a
v370	-0.375327,50.828388,0	a
v371	-0.376256,50.828432,0	a
v372	-0.355002,50.83624,0	a
v373	-0.389247,50.837628,0	a
v374	-0.389761,50.836535,0	a
v375	-0.377513,50.824094,0	a
v376	-0.37739,50.821349,0	a
v377	-0.377193,50.823998,0	a
v378	-0.37974,50.823909,0	a
v379	-0.362388,50.81116,0	a
v380	-0.363686,50.811237,0	a
v381	-0.363686,50.811237,0	a
v382	-0.389701,50.825207,0	a
v383	-0.389683,50.825106,0	a
v384	-0.36907,50.820133,0	a
v385	-0.368886,50.818842,0	a
v386	-0.367102,50.820788,0	a
v387	-0.369208,50.82081,0	a
v388	-0.389683,50.825106,0	a
v389	-0.375978,50.81828,0	a
v390	-0.375916,50.817883,0	a
v391	-0.373786,50.818335,0	a
v392	-0.376554,50.818282,0	a
v393	-0.371942,50.824652,0	a
v394	-0.373298,50.824535,0	a
v395	-0.375084,50.828985,0	a
v396	-0.375344,50.828859,0	a
v397	-0.374099,50.828995,0	a
v398	-0.379368,50.816758,0	a
v399	-0.379495,50.8178,0	a
v400	-0.369079,50.826798,0	a
v401	-0.369007,50.82666,0	a
v402	-0.368792,50.826903,0	a
v403	-0.369802,50.826702,0	a
v404	-0.370346,50.817089,0	a
v405	-0.371062,50.816173,0	a
v406	-0.371914,50.834948,0	a
v407	-0.373678,50.834758,0	a
v408	-0.375824,50.836765,0	a
v409	-0.371676,50.833984,0	a
v410	-0.370002,50.834095,0	a
v411	-0.365941,50.830773,0	a
v412	-0.375353,50.833328,0	a
v413	-0.375751,50.837589,0	a
v414	-0.374921,50.830446,0	a
v415	-0.393988,50.827645,0	a
v416	-0.392534,50.827006,0	a
v417	-0.395647,50.827312,0	a
v418	-0.394299,50.827943,0	a
v419	-0.38558,50.824786,0	a
v420	-0.385485,50.823858,0	a
v421	-0.390941,50.837731,0	a
v422	-0.394969,50.828412,0	a
v423	-0.394218,50.828168,0	a
v424	-0.395611,50.828008,0	a
v425	-0.394969,50.828412,0	a
v426	-0.395883,50.827968,0	a
v427	-0.395611,50.828008,0	a
v428	-0.373786,50.818335,0	a
v429	-0.373773,50.818274,0	a
v430	-0.373786,50.818335,0	a
v431	-0.390611,50.826689,0	a
v432	-0.389693,50.826745,0	a
v433	-0.390656,50.827258,0	a
v434	-0.39068,50.827555,0	a
v435	-0.380961,50.834035,0	a
v436	-0.380961,50.834035,0	a
v437	-0.380976,50.833316,0	a
v438	-0.380644,50.835893,0	a
v439	-0.394852,50.830146,0	a
v440	-0.39594,50.830016,0	a
v441	-0.39204,50.830361,0	a
v442	-0.39594,50.830016,0	a
v443	-0.389971,50.815682,0	a
v444	-0.388871,50.815786,0	a
v445	-0.367663,50.812295,0	a
v446	-0.367244,50.834087,0	a
v447	-0.3644,50.834105,0	a
